RING NO.,SPECIES,HISTORY,SEX,BILL,HEAD,TARSUS,WING,WEIGHT,DATE,TIME,LOCATION,YEAR
AA0833,M. oleagineus,1,5,12.3,28.1,17.9,62,11.4,10-Sep,8,San Jose,2009
A0925,H. poecilinota,1,4,,,,,17,10-Sep,8,San Jose,2009
AA0982,G. spirurus,0,5,12.9,29.2,16.6,64,13.2,10-Sep,8,San Jose,2009
A0415,C. pareola,1,3,8.9,31.2,20.6,70,16.8,10-Sep,8,San Jose,2009
AA0426,G. spirurus,1,5,12.9,30.5,17.1,,14,10-Sep,9,San Jose,2009
A0929,L. coronata,0,2,12.8,26,14.6,57,9.6,10-Sep,9,San Jose,2009
HBA44192,P. malaris,0,5,44,57.4,,59,6.2,10-Sep,9,San Jose,2009
HBA44097,P. malaris,1,5,48.1,59.1,,64,7.7,10-Sep,10,San Jose,2009
A0403,M. manacus,1,AdM,10.4,30.3,21.5,,18.3,12-Jun,6,San Jose,2011
A0930,H. cantator,0,JM,14.8,34.8,22.5,57,14.4,12-Jun,11,San Jose,2011
B0396,M. myotherinus,0,AdM,17,38.2,23.7,65,22,12-Jun,11,San Jose,2011
HBA44193,P. malaris,0,AD,44.8,56.4,,64,6.9,13-Jun,8,San Jose,2011
A0931,P. filicauda,0,J,11.9,30.6,16.2,66,15.6,13-Jun,8,San Jose,2011
AA0983,M. regulus,0,J,9.1,25.6,13.7,53,10.4,13-Jun,9,San Jose,2011
A0932,P.erythrocephala,0,,11.3,29.9,13.7,65,13.5,13-Jun,10,San Jose,2011
A0933,L.coronata,0,J,10.8,27,14.3,58,9.5,15-Jun,9,San Jose,2011
HBA44194,T.furcata,0,AdF,25.7,34.1,,54,4,15-Jun,10,San Jose,2011
A0934,P.erythrocephala,0,NAM,11.5,29.3,13.9,61,13,15-Jun,10,San Jose,2011
AA0984,M.regulus,0,AdF,11.6,25.7,15.2,52,10.2,15-Jun,10,San Jose,2011
A0935,C.pareola,0,JvM,11.5,28.6,16,62,14.7,15-Jun,10,San Jose,2011
C1345,D.picumnus,0,Ad,40.3,67.8,28.2,137,53.7,15-Jun,11.45,San Jose,2011
AA0985,M.regulus,0,F,9.4,26,15.5,54,10.1,16-Jun,7,San Jose,2011
G0967,M.regulus,1,AdM,9.4,26,15,54,10.8,16-Jun,7,San Jose,2011
C1346,F.unduligera,0,JvM,28.4,55.3,35.9,101,72.7,16-Jun,7,San Jose,2011
HBA44195,T.niger,0,,35.8,48.2,,65,6.4,16-Jun,10,San Jose,2011
AA0986,M.regulus,0,AdM,9.1,25,16.3,51,10.8,16-Jun,10,San Jose,2011
A0936,O.angolensis,0,J,9,25.7,16.9,57,14.1,16-Jun,10,San Jose,2011
AA0987,M.oleagineus,0,Ad,11,28.1,15.9,60,9.9,16-Jun,10,San Jose,2011
A0937,L.coronata,0,J,10,26.5,14.7,59,9.6,16-Jun,11,San Jose,2011
A0938,E.xanthogaster,0,JvM,9.3,26.7,14.7,64,13.8,16-Jun,11,San Jose,2011
A0939,L.coronata,0,J,10.7,27.5,14.5,59,9.9,17-Jun,6,San Jose,2011
AA0988,G.spirurus,0,Ad,12.4,31.3,16,69,14,17-Jun,8,San Jose,2011
A0940,L.coronata,0,J,9.4,24.9,14.6,59,8.4,17-Jun,8,San Jose,2011
AA0989,M.regulus,0,,10,26,15,54,10.4,17-Jun,8,San Jose,2011
A0941,P.erythrocephala,0,NAM,11.6,29.2,13.5,60,13,17-Jun,9,San Jose,2011
AA0990,M.regulus,0,AdF,10.6,24.6,15.3,54,10.3,17-Jun,9,San Jose,2011
AA0991,M.oleagineus,0,J,12.8,28.6,12.8,57,9.2,17-Jun,9,San Jose,2011
AA0992,M.regulus,0,AdF,10.7,26.1,14.9,53,10.4,17-Jun,9,San Jose,2011
A0942,P.erythrocephala,0,J,12.3,16.7,13,63,12,17-Jun,9,San Jose,2011
AA0993,G.spirurus,0,Ad,13,30.1,16.3,74,14.1,17-Jun,9,San Jose,2011
A0943,P.erythrocephala,0,AdF,13.4,29.3,14,65,13.1,17-Jun,9,San Jose,2011
A0944,P.erythrocephala,0,AdF,12.1,30.2,14.2,61,13.1,17-Jun,9,San Jose,2011
A0945,P.erythrocephala,0,AdF,11.6,27.8,13.4,63,12.5,17-Jun,9,San Jose,2011
AA0994,G.spirurus,0,Ad,12.8,30.6,15.5,72,14,17-Jun,9,San Jose,2011
HBA44197,E.condamini,0,Ad,30.8,38.9,,70,11.4,17-Jun,9,San Jose,2011
AA0995,M.regulus,0,AdF,10,26.7,13.5,55,10,18-Jun,10,San Jose,2011
AA0875,M.oleagineus,1,Ad,12.5,28.4,14.1,57,10.5,18-Jun,10,San Jose,2011
AA0996,M.regulus,0,Ad,9.5,24.6,14.2,54,10.1,18-Jun,10,San Jose,2011
A0945,L.coronata,0,J,9.6,24.8,15,60,9.4,18-Jun,10,San Jose,2011
AA0997,M. oleagineus,0,Ad,12.2,27,13.6,65,10.3,18-Jun,10,San Jose,2011
B0242,X. spixii,1,5,31.7,55.9,20.2,101,39.4,18-Jun,10,San Jose,2011
HBA44198,P. bourcieri,0,Ad,33.1,46,,60,4.5,18-Jun,11,San Jose,2011
B0242,X. spixii,1,,,,,,39.1,19-Jun,7,San Jose,2011
A0947,M. manacus,0,F,12,30.8,20.3,55,16.7,19-Jun,10,San Jose,2011
AA0998,M. hauxwelli,0,M,14.7,32.1,19.4,53,12,19-Jun,10,San Jose,2011
A0931,P. filicauda,1,,,,,,14.8,19-Jun,12,San Jose,2011
AA0999,M. axillaris,0,M,12.6,29.3,15.8,55,8.1,19-Jun,12,San Jose,2011
AA0958,M. axillaris,1,F,11.8,29,14.9,53,8.6,19-Jun,12,San Jose,2011
AA1000,M. regulus,0,F,9.6,24.5,13.8,51,10,20-Jun,6,San Jose,2011
A0948,L.coronata,0,J,9.8,25.2,14.1,59,9.6,20-Jun,8,San Jose,2011
A0949,P. erythrocephala,0,F,11.3,29.5,13.8,62,12.9,20-Jun,8,San Jose,2011
A0950,T. schistaceus,0,F,17.9,38.5,19,67,22.1,20-Jun,8,San Jose,2011
AA1001,C. holochlora,0,Ad,12.3,29.5,15,67,14.6,20-Jun,8,San Jose,2011
HBA44197,E. condamini,1,,,,,,10.3,20-Jun,8,San Jose,2011
B0397,C. arada,0,Ad,20,41.2,23.2,67,27.1,20-Jun,8,San Jose,2011
A0951,L.coronata,0,F,10.1,25.9,15.7,59,9.5,20-Jun,9,San Jose,2011
A0952,L.coronata,0,J,9.1,25.5,14.8,63,10.3,20-Jun,10,San Jose,2011
B0398,X. spixii,0,Ad,33.3,58.8,22.2,107,42.3,20-Jun,11,San Jose,2011
A0953,P. erythrocephala,0,F,11.5,29.1,15.4,63,13.5,22-Jun,6,San Jose,2011
AA0993,G.spirurus,1,,,,,,14.1,22-Jun,6,San Jose,2011
AA1002,M. regulus,0,F,9.7,26.4,14.9,54,10.9,22-Jun,6,San Jose,2011
A0954,P. erythrocephala,0,F,11.8,28.8,13.2,62,12.5,22-Jun,7,San Jose,2011
A0491,H. naevia,1,M,17.1,33.7,19.9,59,12.8,22-Jun,7,San Jose,2011
AA1003,H. naevia,0,F,16.9,34,19.5,60,13.3,22-Jun,7,San Jose,2011
AA1004,H. naevia,0,F,16,34.8,21.1,62,15.4,22-Jun,7,San Jose,2011
AA0998,M. hauxwelli,1,,,,,,11.4,22-Jun,9,San Jose,2011
AA1005,G. spirurus,0,Ad,12.5,28.2,14.8,66,13.9,22-Jun,9,San Jose,2011
AA1006,M. regulus,0,F,10.1,26.6,13.8,52,9.9,23-Jun,7,San Jose,2011
AA1007,G. spirurus,0,Ad,13.6,29.9,16,67,13.8,23-Jun,7,San Jose,2011
B0399,C. aurita,0,Ad,16.7,38.5,27.7,70,25.6,23-Jun,9,San Jose,2011
AA1008,M. hauxwelli,0,F,15.4,32.1,18.7,54,14.1,23-Jun,9,San Jose,2011
AA1009,M. regulus,0,F,10.4,25.3,14.1,57,10.1,23-Jun,9,San Jose,2011
AA1010,M. olivaceus,0,Ad,14.4,31.5,15.8,67,12.3,23-Jun,9,San Jose,2011
AA1011,M. regulus,0,M,10.9,25.1,14.4,55,,23-Jun,10,San Jose,2011
AA1012,M. axillaris,0,M,15.1,30.3,14.7,54,8.6,24-Jun,7,San Jose,2011
A0955,P. erythrocephala,0,J,11.1,27.9,14.6,63,13.6,24-Jun,7,San Jose,2011
A0321,P. filicauda,1,M,12,30.2,15.6,66,12.9,24-Jun,8,San Jose,2011
A0956,P. erythrocephala,0,F,10.9,26.8,14.4,64,12.5,24-Jun,8,San Jose,2011
AA0970,G. spirurus,1,Ad,12.6,29.8,14.8,72,13,24-Jun,8,San Jose,2011
A0957,T. ardesiacus,0,M,18.1,36.4,18.7,71,18.3,24-Jun,8,San Jose,2011
AA0442,G. spirurus,1,Ad,13.5,29.6,15.4,72,14.1,24-Jun,8,San Jose,2011
A0958,L.coronata,0,J,10.9,26.2,14.3,57,9.4,24-Jun,10,San Jose,2011
AA1013,G. spirurus,0,Ad,13.4,30.5,14.4,68,14.5,24-Jun,10,San Jose,2011
A0959,L.coronata,0,M,9,25.1,17,61,9.4,24-Jun,11,San Jose,2011
B0400,A. melanopezus,0,M,19.9,42.8,22.7,84,34,24-Jun,11,San Jose,2011
HBA44199,P. bourcieri,0,Ad,34,46.8,,56,4.6,24-Jun,11,San Jose,2011
AA1014,M. olivaceus,0,Ad,15.4,31.6,16.2,65,12,24-Jun,11,San Jose,2011
A0960,P. erythrocephala,0,F,12.5,30,13.8,64,13.7,24-Jun,11,San Jose,2011
C1348,C. nobilis,0,Ad,25.4,57.1,40.2,113,147.6,26-Jun,6,San Jose,2011
A0321,P. filicauda,1,M,,,,,12.6,26-Jun,8,San Jose,2011
A0913,L. coronata,1,NAM,10.6,27.4,14.9,58,10.4,26-Jun,8,San Jose,2011
B0401,X. spixii,0,Ad,31.2,54,19.9,94,33.7,26-Jun,8,San Jose,2011
HBA44200,H. aurescens,0,F,26.4,41.6,,60,5.3,26-Jun,8,San Jose,2011
A0961,M. manacus,0,F,13.2,29.9,19.9,54,16.7,26-Jun,8,San Jose,2011
HBA44201,P. malaris,0,Ad,43.6,57.8,,61,6.8,26-Jun,8,San Jose,2011
B0402,M. myotherinus,0,M,15.2,38.8,26.7,64,20.7,26-Jun,8,San Jose,2011
AA1015,G. spirurus,0,Ad,13.9,30.4,15.2,67,14.3,26-Jun,8,San Jose,2011
AA1016,G. spirurus,0,Ad,13,30.7,16.8,72,14.2,26-Jun,9,San Jose,2011
HBA44199,P. bourcieri,1,,,,,,4.5,26-Jun,9,San Jose,2011
HBA44201,T. niger,0,Ad,32.8,46.6,,55,5.2,26-Jun,9,San Jose,2011
AA1017,M. oleagineus,0,Ad,12.7,27.1,13.1,59,10.6,26-Jun,9,San Jose,2011
A0962,C. peruviana,0,F,14.4,37.2,26.5,68,23.6,26-Jun,9,San Jose,2011
D0027,S. reinwardtii,0,F,59.3,88.1,33.3,123,141.5,26-Jun,9,San Jose,2011
D0028,S. reinwardtii,0,M,65.4,92.4,33.5,127,174,26-Jun,9,San Jose,2011
AA1015,G. spirurus,1,,,,,,14.1,26-Jun,11,San Jose,2011
B0403,X. spixii,0,Ad,30.8,52,19.8,89,34.8,26-Jun,11,San Jose,2011
AA1018,M. hauxwelli,0,M,15,30.9,20.3,54,10.2,26-Jun,11,San Jose,2011
HBA44202,T. furcata,0,F,22.6,36,,54,4.4,26-Jun,11,San Jose,2011
HBA44204,G. hirsuta,0,NAM,31.3,43.4,,67,8.3,27-Jun,8,San Jose,2011
AA1019,G. spirurus,0,Ad,12.8,29,17,71,14.3,27-Jun,9,San Jose,2011
A0963,H. poecilinota,0,M,18.3,37,22.6,67,17.5,27-Jun,9,San Jose,2011
AA1020,M. hauxwelli,0,F,14.8,31,19,55,11.2,27-Jun,9,San Jose,2011
A0958,L. coronata,1,,,,,,9.1,27-Jun,9,San Jose,2011
B0404,M. myotherinus,0,F,16.9,36,25,62,19.8,27-Jun,9,San Jose,2011
B0405,M. myotherinus,0,J,18.1,36.6,24.3,63,18.4,27-Jun,9,San Jose,2011
A0964,L. coronata,0,M,9.1,24.8,13.9,61,8.6,27-Jun,10,San Jose,2011
HBA44205,T. furcata,0,F,23.8,34.6,,55,4.1,27-Jun,10,San Jose,2011
A0965,P. erythrocephala,0,M,9.5,27.4,14.6,62,12.7,27-Jun,10,San Jose,2011
AA1021,M. oleagineus,0,Ad,12.6,28.3,13.7,64,10.5,27-Jun,10,San Jose,2011
A0966,P. erythrocephala,0,F,10.2,28.1,15.6,63,12.8,27-Jun,10,San Jose,2011
HBA44206,P. malaris,0,Ad,42,53.6,,60,6.5,27-Jun,10,San Jose,2011
AA1022,M. oleagineus,0,Ad,10.4,26.4,14.9,58,9.6,27-Jun,10,San Jose,2011
AA0526,M. hauxwelli,1,Ad M,15.8,32.9,17.3,54,11.3,27-Jun,11,San Jose,2011
A0967,T. ardesiacus,0,M,18,35.5,16.9,74,17,28-Jun,6,San Jose,2011
A0903,P. albifrons,1,Ad,16.3,36.1,20.5,72,20.6,28-Jun,7,San Jose,2011
HBA44207,P. malaris,0,Ad,45.8,57.8,,61,6.4,28-Jun,7,San Jose,2011
A0968,T. ardesiacus,0,F,16.3,36,19.5,71,19.4,28-Jun,7,San Jose,2011
B0406,F. colma,0,Ad,18.5,43.8,28.7,88,45.5,28-Jun,7,San Jose,2011
HBA44208,P. malaris,0,Ad,40.5,55.1,,62,5.5,28-Jun,7,San Jose,2011
B04047,X. spixii,0,Ad,32.5,56,28.6,102,37.7,28-Jun,7,San Jose,2011
AA0853,L. coronata,1,M,8.5,25,13.3,62,7.9,28-Jun,7,San Jose,2011
A0969,P. filicauda,0,F,12.8,30.4,15.7,68,14.1,28-Jun,7,San Jose,2011
A0970,P. erythrocephala,0,NAM,10.2,29.5,14.1,64,13.3,28-Jun,7,San Jose,2011
B0408,M. myotherinus,0,M,16.6,36,24.8,64,20.6,28-Jun,9,San Jose,2011
AA1023,M. menetriesii,0,F,14.6,29.8,14.4,54,9,28-Jun,9,San Jose,2011
A0971,L. coronata,0,F,10.6,26,13.8,57,9.9,28-Jun,9,San Jose,2011
AA1024,M. hauxwelli,0,M,14.1,30.3,19.2,55,11.8,28-Jun,9,San Jose,2011
AA0698,G. spirurus,1,Ad,15.7,32.2,16.8,75,14.8,28-Jun,9,San Jose,2011
A0972,L. coronata,0,J,8.3,25.2,12.9,60,8.9,28-Jun,11,San Jose,2011
A0973,P. albifrons,0,Ad,16.7,34.7,21.3,70,,28-Jun,11,San Jose,2011
A0974,P. albifrons,0,Ad,17.5,34.6,21.2,68,18.2,28-Jun,11,San Jose,2011
AA1025,M. oleagineus,0,Ad,12.4,26.9,15,58,10.6,28-Jun,11,San Jose,2011
A0974,P. albifrons,1,,,,,,18.2,01-Jul,7,San Jose,2011
AA1026,M. hauxwelli,0,M,15.3,30.2,18.2,56,,01-Jul,7,San Jose,2011
AA1027,M. hauxwelli,0,M,15.4,32.1,18,56,10.3,01-Jul,7,San Jose,2011
AA0421,L. coronata,1,F,10.9,26.9,15,57,10.8,01-Jul,7,San Jose,2011
A0975,L. coronata,0,J,9.7,26.9,14.2,58,10.1,01-Jul,7,San Jose,2011
AA1028,M. oleagineus,0,Ad,11.3,27.7,15.3,57,9.5,01-Jul,7,San Jose,2011
HBA44209,T. niger,0,Ad,33.9,36.9,,63,6.3,01-Jul,8,San Jose,2011
B0409,D. picumnus,0,Ad,41.1,68.6,26.8,121,73.6,01-Jul,8,San Jose,2011
B0410,D. picumnus,0,Ad,45.8,73.6,26.5,131,76.3,01-Jul,8,San Jose,2011
A0976,T. ardesiacus,0,M,18.4,36.8,17.3,74,17.8,01-Jul,9,San Jose,2011
B0411,T. caesius,0,M,15.9,35.9,17.7,71,17.1,02-Jul,7,San Jose,2011
B0412,P. erythrocercus,0,Ad,21.7,44.3,20.7,95,40,02-Jul,7,San Jose,2011
AA1629,G. spirurus,0,Ad,13.2,29.5,15,70,13.8,02-Jul,7,San Jose,2011
A0977,T. ardesiacus,0,Juv M,18.5,37.1,20.3,72,17.5,02-Jul,7,San Jose,2011
A0978,L. coronata,0,M,9,25.1,14.3,61,8.6,02-Jul,7,San Jose,2011
C1349,P. erythroptera,0,M,21,46.4,30.6,96,59.3,02-Jul,7,San Jose,2011
AA1030,G. spirurus,0,Ad,12.7,30,15.9,70,12.3,02-Jul,8,San Jose,2011
C1350,C. nobilis,0,Ad,24.1,56.1,42.3,111,146.5,02-Jul,8,San Jose,2011
A0979,L. coronata,0,J,9.9,26.8,16.5,57,10.2,02-Jul,8,San Jose,2011
A0921,P. albifrons,1,Ad,18,36.1,23.3,68,21.5,02-Jul,9,San Jose,2011
A0980,C. peruviana,0,F,16.1,35.8,25.8,68,22.4,02-Jul,9,San Jose,2011
A0981,C. peruviana,0,M,14,36,26.8,67,22,02-Jul,9,San Jose,2011
B0413,D. fuliginosa,0,Ad,33.3,56,26.2,111,47.9,02-Jul,10,San Jose,2011
B0414,C. aurita,0,M,15.9,38.2,30.6,69,23.6,02-Jul,10,San Jose,2011
B0415,T. caesius,0,F,17.6,37.1,18.5,71,17.4,03-Jul,6,San Jose,2011
A0976,T. ardesiacus,1,,,,,,15,03-Jul,6,San Jose,2011
AA1031,G. spirurus,0,Ad,14.2,31.2,17.3,75,13.8,03-Jul,7,San Jose,2011
AA1029,G. spirurus,1,,,,,,14.6,03-Jul,7,San Jose,2011
B0413,D. fuliginosa,1,,,,,,46.1,03-Jul,7,San Jose,2011
B0414,G. leucaspis,0,M,19.6,38.6,27,75,27.9,03-Jul,7,San Jose,2011
C1351,P. erythroptera,0,F,21.7,42.9,31.5,97,55.7,03-Jul,8,San Jose,2011
A0982,L. coronata,0,M,10.8,24.9,14.3,60,9.3,03-Jul,8,San Jose,2011
A0978,L. coronata,1,,,,,,8.2,03-Jul,8,San Jose,2011
B0417,F. colma,0,Ad,21.3,44.9,31.7,85,,03-Jul,8,San Jose,2011
A0983,E. xanthogaster,0,F,9.5,25.6,15,65,12.6,03-Jul,8,San Jose,2011
A0984,P. erythrocephala,0,M,8.8,26.5,13.9,59,12.8,03-Jul,8,San Jose,2011
HBA44210,P. malaris,0,Ad,46.1,57.1,,60,6,03-Jul,8,San Jose,2011
AA1032,M. erythrura,0,F,15.4,29.7,16,53,10.8,03-Jul,8,San Jose,2011
A0985,L. coronata,0,J,10.7,25.4,15.2,59,9,03-Jul,8,San Jose,2011
A0987,T. schistaceus,0,M,18.8,38.2,19.2,65,19.9,03-Jul,9,San Jose,2011
A0986,M. manacus,0,M,11.5,22.5,21.8,53,20,03-Jul,9,San Jose,2011
AA1030,G. spirurus,1,,,,,,13,03-Jul,9,San Jose,2011
HBA44211,E.condamini,0,Ad,30.2,40.2,,75,12.5,03-Jul,9,San Jose,2011
AA1033,M. hauxwelli,0,F,14.4,30.6,17.2,54,11.1,03-Jul,9,San Jose,2011
A0976,T. ardesiacus,1,,,,,,18.3,03-Jul,9,San Jose,2011
AA1026,M. hauxwelli,1,M,,,,,11.6,03-Jul,10,San Jose,2011
B0412,P. erythrocercus,1,,,,,,42.4,03-Jul,10,San Jose,2011
AA0977,G. spirurus,1,Ad,13.7,30.8,16.2,70,14.4,03-Jul,10,San Jose,2011
HBA44212,C.largipennis,0,Ad,32.7,46.5,,73,7.4,03-Jul,10,San Jose,2011
A0988,L. coronata,0,M,9.5,25.6,14.9,61,8.5,03-Jul,10,San Jose,2011
B0418,X. spixii,0,Ad,30.4,55.4,19.8,97,33.7,04-Jul,7,San Jose,2011
D0024,M. momota,0,Ad,40.5,71.5,28.6,130,103.4,04-Jul,7,San Jose,2011
B0419,D. fuliginosa,0,J,26.4,53,23.6,100,40.4,04-Jul,7,San Jose,2011
AA1030,G. spirurus,1,,,,,,13.1,06-Jul,7,San Jose,2011
B0419,D. fuliginosa,1,J,,,,,39.2,06-Jul,8,San Jose,2011
HBA44213,T. furcata,0,F,23.2,36,,51,4.4,06-Jul,8,San Jose,2011
AA1032,M. erythrura,1,F,,,,,10.7,06-Jul,9,San Jose,2011
C1352,M. fortis,0,F,22.4,44.5,30.9,78,,06-Jul,9,San Jose,2011
HBA44214,P. malaris,0,Ad,43.9,57,,59,5.8,06-Jul,9,San Jose,2011
A0989,H. poecilinota,0,M,18.6,36.7,23.5,67,17.8,06-Jul,9,San Jose,2011
A0963,H. poecilinota,1,M,,,,,18,06-Jul,9,San Jose,2011
HBA44144,P. malaris,1,Ad,47.4,59.5,,64,6.7,06-Jul,10,San Jose,2011
B0175,X. spixii,1,Ad,32.7,56.1,21.2,102,40.1,06-Jul,10,San Jose,2011
A0990,T. cristatus,0,F,16.1,34.6,17.5,69,17,06-Jul,10,San Jose,2011
B0416,G. leucaspis,1,M,,,,,26.4,07-Jul,6,San Jose,2011
A0989,H. poecilinota,1,M,,,,,15.5,07-Jul,6,San Jose,2011
A0991,P. erythrocephala,0,J,10.2,29.1,14.5,63,11.9,07-Jul,7,San Jose,2011
B0420,C. aurita,0,J,15.5,36.3,27,68,22.1,07-Jul,7,San Jose,2011
B0421,C. aurita,0,M,17.5,36.6,27.5,72,23.4,07-Jul,7,San Jose,2011
AA1030,G. spirurus,1,Ad,,,,,12.5,07-Jul,7,San Jose,2011
AA1034,G. spirurus,0,Ad,12.2,29.9,16.8,69,13.8,07-Jul,7,San Jose,2011
A0992,L. coronata,0,M,10.1,24.8,14.4,67,7.6,07-Jul,7,San Jose,2011
B0422,G. leucaspis,0,F,19.4,37.4,25.8,73,24,07-Jul,7,San Jose,2011
A0982,L. coronata,1,M,,,,,9.3,07-Jul,7,San Jose,2011
HBA44215,P. malaris,0,Ad,40.5,42.2,,59,6,07-Jul,7,San Jose,2011
HBA44216,P. bourcieri,0,Ad,32.6,42.4,,51,,07-Jul,7,San Jose,2011
B0423,H. rubica,0,F,16.1,38.9,21.9,99,32,07-Jul,8,San Jose,2011
AA1035,M. hauxwelli,0,M,15.2,31.3,17.3,55,11.3,07-Jul,8,San Jose,2011
B0103,C. aurita,1,F,,,,,,07-Jul,8,San Jose,2011
AA1036,G. spirurus,0,Ad,15,30.6,16,72,12.9,07-Jul,8,San Jose,2011
AA1037,M. axillaris,0,M,14.6,29.8,16.1,55,9.2,07-Jul,8,San Jose,2011
HBA44217,P. malaris,0,Ad,44,57.4,,59,6.5,07-Jul,8,San Jose,2011
HBA44218,P. malaris,0,Ad,42.2,57.1,,60,6.3,07-Jul,9,San Jose,2011
B0424,S. caudacutus,0,Ad,22.5,45.9,21.1,90,34.4,07-Jul,10,San Jose,2011
C1353,M. fortis,0,M,22.5,47.5,34.8,88,47.4,07-Jul,10,San Jose,2011
A0920,P. albifrons,1,Ad,17.4,35,22,70,20.1,10-Jul,7,San Jose,2011
A0993,H. poecilinota,0,F,17.9,35.4,22.3,67,18.7,10-Jul,7,San Jose,2011
AA1029,G.spirurus,1,,,,,,15.3,10-Jul,7,San Jose,2011
A0994,P. erythrocephala,0,F,10.4,29,14,65,14,10-Jul,7,San Jose,2011
B0175,X. spixii,1,Ad,32.1,60.2,21.1,101,40.6,10-Jul,7,San Jose,2011
A0989,H. poecilinota,1,M,,,,,17.2,10-Jul,8,San Jose,2011
AA1038,M. oleagineus,0,Ad,11.9,28.5,14.6,64,10.7,10-Jul,8,San Jose,2011
A0995,H. poecilinota,0,M,17.9,37,23,70,17.5,10-Jul,9,San Jose,2011
A0996,L. coronata,0,Juv M,8.9,26.8,14.2,57,9.7,10-Jul,10,San Jose,2011
A0977,T. ardesiacus,1,,,,,,17.2,11-Jul,7,San Jose,2011
B0425,M. marginatus,0,J,19,38.8,22.3,57,19,11-Jul,8,San Jose,2011
B0412,P.erythrocercus,1,,,,,,37,11-Jul,8,San Jose,2011
HBA44219,E. condamini,0,Ad,21.8,37.4,,67,10,11-Jul,9,San Jose,2011
C1353,M. fortis,1,,,,,,46.7,12-Jul,6,San Jose,2011
B0424,S. caudacutus,1,,,,,,24.5,12-Jul,6,San Jose,2011
B0175,X. spixii,1,,,,,,40,12-Jul,6,San Jose,2011
AA1039,M.olivaceus,0,Ad,14.7,32,16.8,68,14.3,12-Jul,7,San Jose,2011
AA1029,G. spirurus,1,,,,,,15.2,12-Jul,7,San Jose,2011
B0426,P. erythrocercus,0,Ad,22.7,44.9,23.3,99,39.3,12-Jul,7,San Jose,2011
A0997,L. coronata,0,F,7.9,26.1,14.1,60,9.6,12-Jul,7,San Jose,2011
B0418,X. spixii,1,,,,,,33.9,12-Jul,7,San Jose,2011
B0427,D. certhia,0,Ad,44.2,72,27.6,123,66.6,12-Jul,8,San Jose,2011
A0920,P. albifrons,1,Ad,16.3,34.7,22.3,70,20.3,12-Jul,8,San Jose,2011
B0428,D. certhia,0,Ad,42.6,68.8,27.3,129,65.9,12-Jul,8,San Jose,2011
HBA44220,P.malaris,0,Ad,41.7,55.4,,59,7.3,12-Jul,8,San Jose,2011
A0998,P. erythrocephala,0,M,9.4,26.7,13.6,,,12-Jul,9,San Jose,2011
A0988,L. coronata,1,,,,,,8.1,12-Jul,10,San Jose,2011
AA1040,G. spirurus,0,Ad,12.8,28.8,14.9,71,13,12-Jul,10,San Jose,2011
HBA44144,P. malaris,1,Ad,47.4,59.4,,66,6.8,12-Jul,11,San Jose,2011
AA1032,M. erythrura,1,,,,,,11.5,12-Jul,11,San Jose,2011
A0983,E. xanthogaster,1,,,,,,12.1,12-Jul,11,San Jose,2011
C1350,C. nobilis,1,,,,,,142.1,13-Jul,6,San Jose,2011
B0390,N. brunnea,1,F,26.5,46.4,13.4,67,19.5,13-Jul,6,San Jose,2011
D0025,M. momota,0,Ad,41.1,75.3,26.5,134,116.3,13-Jul,7,San Jose,2011
B0429,F. colma,0,Ad,19.9,44.9,31.7,87,43,13-Jul,7,San Jose,2011
A0975,L. coronata,1,,,,,,9.3,13-Jul,8,San Jose,2011
A0999,L. coronata,0,M,9.2,24.6,13,63,8.2,13-Jul,8,San Jose,2011
A1000,L. coronata,0,F,10.1,27.2,14.7,60,10.7,13-Jul,8,San Jose,2011
A1001,X. minutus,0,Ad,15.6,30,13.8,63,,13-Jul,8,San Jose,2011
B0430,N. brunnea,0,Ad,25.2,46.7,13.7,61,18.3,13-Jul,8,San Jose,2011
AA1041,C. holochlora,0,Ad,12.1,28.7,14.2,75,14.8,13-Jul,8,San Jose,2011
AA1042,M. oleagineus,0,Ad,11.9,17.8,15.3,62,9.5,13-Jul,10,San Jose,2011
AA1043,M. hauxwelli,0,M,15.1,31.5,18.3,51,,14-Jul,6,San Jose,2011
A0963,H. poecilinota,1,,,,,,16.4,14-Jul,6,San Jose,2011
B0431,C. aurita,0,JF,14.1,38.1,,65,24.1,14-Jul,7,San Jose,2011
A1002,L. coronata,0,J,9.7,24.6,12.9,60,12.9,14-Jul,8,San Jose,2011
A1003,M. regulus,0,JM,10,25.3,14.5,53,10.3,14-Jul,8,San Jose,2011
A1004,L. coronata,0,F,9.4,26.4,14.7,59,9.6,14-Jul,8,San Jose,2011
A1008,D. cincta,0,M,18.6,36.8,20.3,60,14.6,14-Jul,8,San Jose,2011
A1006,P. erythrocephala,0,M,11.5,26.7,13.4,61,11.4,14-Jul,8,San Jose,2011
A1007,P. erythrocephala,0,M,9.5,27.3,14,63,12.1,14-Jul,8,San Jose,2011
A0946,L. coronata,1,,,,,,9,14-Jul,8,San Jose,2011
A1009,L. coronata,0,J,9.6,23.7,14.4,61,7.9,14-Jul,11,San Jose,2011
A1010,P. albifrons,0,Ad,17.3,35.5,20.6,69,19.1,15-Jul,7,San Jose,2011
A0903,P. albifrons,1,Ad,17.1,35.5,22.5,69,20.1,15-Jul,7,San Jose,2011
A1011,P. erythrocephala,0,F,10.7,28.7,14.6,62,13.7,15-Jul,7,San Jose,2011
